area,iso_area,building_type,building_name,betweenness,degree_centrality,eigenvector_centrality,closeness_centrality,degree,clustering_coef,id,area_norm,iso_area_norm,degree_norm
116,351,monastery,MN0023,0.17579908675799086,0.0273972602739726,0.002126407478690588,0.1697674418604651,2,0,MN0023_022,0.0014026941401243077,0.004561284956856222,0.031746031746031744
111,250,monastery,MN0023,0.0,0.0136986301369863,0.06657465939034862,0.19571045576407506,1,0,MN0023_023,0.0013422331858086048,0.0032487784592993034,0.015873015873015872
103,280,monastery,MN0023,0.0,0.0136986301369863,0.06657465939034862,0.19571045576407506,1,0,MN0023_024,0.00124549565890348,0.0036386318744152197,0.015873015873015872
102,380,monastery,MN0023,0.1050228310502283,0.0273972602739726,3.337192839416841e-05,0.1185064935064935,2,0,MN0023_025,0.0012334034680403394,0.004938143258134941,0.031746031746031744
99,105,monastery,MN0023,0.05403348554033485,0.0273972602739726,0.0034360912321856007,0.13696060037523453,2,0,MN0023_026,0.0011971268954509178,0.0013644869529057075,0.031746031746031744
97,374,monastery,MN0023,0.07990867579908675,0.0273972602739726,8.386014782573388e-06,0.10703812316715543,2,0,MN0023_027,0.0011729425137246366,0.004860172575111758,0.031746031746031744
96,366,monastery,MN0023,0.15296803652968036,0.0273972602739726,0.0005323240716900302,0.1489795918367347,2,0,MN0023_028,0.001160850322861496,0.0047562116644141806,0.031746031746031744
94,365,monastery,MN0023,0.1293759512937595,0.0273972602739726,0.00013326737979935043,0.1322463768115942,2,0,MN0023_029,0.001136665941135215,0.004743216550576983,0.031746031746031744
91,206,monastery,MN0023,0.07990867579908675,0.0273972602739726,0.01373056708736347,0.15698924731182795,2,0,MN0023_030,0.001100389368545793,0.002676993450462626,0.031746031746031744
89,217,monastery,MN0023,0.011669203450025367,0.0273972602739726,0.017088486282634235,0.19010416666666666,2,0,MN0023_031,0.001076204986819512,0.0028199397026717954,0.031746031746031744
88,929,monastery,MN0023,0.05441400304414003,0.0410958904109589,2.2226285675778786e-06,0.09733333333333333,3,0,MN0023_032,0.0010641127959563714,0.012072460754756213,0.047619047619047616
81,139,monastery,MN0023,0.0273972602739726,0.0273972602739726,0.007229719664687526,0.17339667458432304,2,0,MN0023_033,0.0009794674599143873,0.0018063208233704128,0.031746031746031744
79,1449,monastery,MN0023,0.0930365296803653,0.0273972602739726,0.1215503253335647,0.256140350877193,2,0,MN0023_034,0.0009552830781881061,0.018829919950098764,0.031746031746031744
70,673,monastery,MN0023,0.08808980213089801,0.0410958904109589,0.11583280691113779,0.2579505300353357,3,0,MN0023_035,0.0008464533604198408,0.008745711612433725,0.047619047619047616
66,192,monastery,MN0023,0.027460679857940134,0.0273972602739726,0.04425067908542902,0.21921921921921922,2,0,MN0023_036,0.0007980845969672786,0.002495061856741865,0.031746031746031744
63,270,monastery,MN0023,0.0,0.0136986301369863,0.06657465939034862,0.19571045576407506,1,0,MN0023_037,0.0007618080243778568,0.0035086807360432478,0.015873015873015872
63,90,monastery,MN0023,0.0273972602739726,0.0273972602739726,0.015536435792835115,0.19210526315789472,2,0,MN0023_038,0.0007618080243778568,0.0011695602453477493,0.031746031746031744
62,94,monastery,MN0023,0.0273972602739726,0.0273972602739726,0.015536435792835115,0.19210526315789472,2,0,MN0023_039,0.0007497158335147162,0.001221540700696538,0.031746031746031744
60,73,monastery,MN0023,0.0,0.0136986301369863,0.00693724566567258,0.17761557177615572,1,0,MN0023_040,0.0007255314517884351,0.0009486433101153966,0.015873015873015872
59,65,monastery,MN0023,0.0,0.0136986301369863,0.0018450043642652815,0.1530398322851153,1,0,MN0023_041,0.0007134392609252945,0.0008446823994178189,0.015873015873015872
56,173,monastery,MN0023,0.15639269406392692,0.0547945205479452,0.029449153221093496,0.2153392330383481,4,0,MN0023_042,0.0006771626883358727,0.002248154693835118,0.06349206349206349
55,152,monastery,MN0023,0.0,0.0136986301369863,0.06657465939034862,0.19571045576407506,1,0,MN0023_043,0.0006650704974727321,0.0019752573032539764,0.015873015873015872
55,144,monastery,MN0023,0.05403348554033485,0.0273972602739726,0.028988517417325856,0.20797720797720798,2,0,MN0023_044,0.0006650704974727321,0.0018712963925563988,0.031746031746031744
53,1,monastery,MN0023,0.106544901065449,0.0410958904109589,0.06229526505315995,0.23548387096774193,3,0,MN0023_045,0.000640886115746451,1.2995113837197213e-05,0.047619047619047616
52,67,monastery,MN0023,0.0,0.0136986301369863,0.00693724566567258,0.17761557177615572,1,0,MN0023_046,0.0006287939248833103,0.0008706726270922133,0.015873015873015872
46,90,monastery,MN0023,0.0,0.0136986301369863,0.0017030459765346173,0.14807302231237324,1,0,MN0023_047,0.0005562407797044668,0.0011695602453477493,0.015873015873015872
42,231,monastery,MN0023,0.1050228310502283,0.0273972602739726,0.05485504491337505,0.18295739348370926,2,0,MN0023_048,0.0005078720162519045,0.0030018712963925565,0.031746031746031744
41,265,monastery,MN0023,0.0,0.0136986301369863,0.024335738834039645,0.20797720797720798,1,0,MN0023_049,0.000495779825388764,0.0034437051668572615,0.015873015873015872
40,255,monastery,MN0023,0.0,0.0136986301369863,0.024335738834039645,0.20797720797720798,1,0,MN0023_050,0.00048368763452562335,0.0033137540284852896,0.015873015873015872
40,78,monastery,MN0023,0.0,0.0136986301369863,0.003659799554971941,0.16150442477876106,1,0,MN0023_051,0.00048368763452562335,0.0010136188793013828,0.015873015873015872
34,63,monastery,MN0023,0.0,0.0136986301369863,0.003659799554971941,0.16150442477876106,1,0,MN0023_052,0.00041113448934677985,0.0008186921717434245,0.015873015873015872
34,50,monastery,MN0023,0.0,0.0136986301369863,0.006664457692852385,0.16859122401847576,1,0,MN0023_053,0.00041113448934677985,0.0006497556918598607,0.015873015873015872
33,40,monastery,MN0023,0.0,0.0136986301369863,0.005860858619674736,0.16478555304740405,1,0,MN0023_054,0.0003990422984836393,0.0005198045534878886,0.015873015873015872
29,3684,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_055,0.0003506735350310769,0.04787399937623454,0.015873015873015872
28,470,monastery,MN0023,0.0,0.0273972602739726,0.053394744851938944,0.21282798833819241,2,1.0,MN0023_056,0.00033858134416793635,0.00610770350348269,0.031746031746031744
27,3800,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_057,0.0003264891533047958,0.049381432581349416,0.015873015873015872
27,81,monastery,MN0023,0.0806697108066971,0.0410958904109589,0.007832057337102495,0.18024691358024691,3,0,MN0023_058,0.0003264891533047958,0.0010526042208129744,0.047619047619047616
27,3402,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_059,0.0003264891533047958,0.04420937727414492,0.015873015873015872
25,2666,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_060,0.0003023047715785146,0.03464497348996777,0.015873015873015872
25,215,monastery,MN0023,0.0273972602739726,0.0273972602739726,0.001953412494346742,0.15368421052631578,2,0,MN0023_061,0.0003023047715785146,0.002793949474997401,0.031746031746031744
25,45,monastery,MN0023,0.0,0.0136986301369863,0.04022514163709305,0.21159420289855072,1,0,MN0023_062,0.0003023047715785146,0.0005847801226738747,0.015873015873015872
24,3481,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_063,0.000290212580715374,0.045235991267283504,0.015873015873015872
24,2917,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_064,0.000290212580715374,0.03790674706310427,0.015873015873015872
24,2878,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_065,0.000290212580715374,0.03739993762345358,0.015873015873015872
24,4814,monastery,MN0023,0.08637747336377473,0.0273972602739726,0.19462773106416303,0.26353790613718414,2,0,MN0023_066,0.000290212580715374,0.06255847801226738,0.031746031746031744
24,4686,monastery,MN0023,0.08637747336377473,0.0273972602739726,0.19462773106416303,0.26353790613718414,2,0,MN0023_067,0.000290212580715374,0.060895103441106144,0.031746031746031744
24,3474,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_068,0.000290212580715374,0.04514502547042312,0.015873015873015872
23,3519,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_069,0.0002781203898522334,0.045729805593096993,0.015873015873015872
22,2674,monastery,MN0023,0.0,0.0136986301369863,0.13965206512094697,0.20797720797720798,1,0,MN0023_070,0.00026602819898909286,0.03474893440066535,0.015873015873015872
21,99,monastery,MN0023,0.04039827498731608,0.0547945205479452,0.028291175504091937,0.20221606648199447,4,0.16666666666666666,MN0023_071,0.00025393600812595224,0.0012865162698825242,0.06349206349206349
19,79,monastery,MN0023,0.0273972602739726,0.0410958904109589,0.024879927187220225,0.1967654986522911,3,0.3333333333333333,MN0023_072,0.00022975162639967108,0.0010266139931385798,0.047619047619047616
17,39,monastery,MN0023,0.0,0.0136986301369863,0.016834836952557202,0.19363395225464192,1,0,MN0023_073,0.00020556724467338993,0.0005068094396506914,0.015873015873015872
36967,10816,monastery,MN0011,0.27917767391451603,0.2631578947368421,0.39000389816472597,0.5135135135135135,10,0.15555555555555556,MN0011_000,0.44701201963771797,0.14055515126312507,0.15873015873015872
2004,1358,monastery,MN0011,0.6641942694574273,0.5263157894736842,0.5683947751475443,0.5757575757575758,20,0.02631578947368421,MN0011_001,0.02423275048973373,0.017647364590913817,0.31746031746031744
1479,1588,monastery,MN0011,0.22996680891417734,0.18421052631578946,0.2235968469996222,0.4367816091954023,7,0.047619047619047616,MN0011_002,0.017884350286584923,0.020636240773469174,0.1111111111111111
593,579,monastery,MN0011,0.24828964302648512,0.15789473684210525,0.16211650529335653,0.4,6,0.26666666666666666,MN0011_003,0.007170669181842366,0.007524170911737187,0.09523809523809523
255,269,monastery,MN0011,0.0,0.02631578947368421,0.008285707153271708,0.2389937106918239,1,0,MN0011_004,0.003083508670100849,0.0034956856222060507,0.015873015873015872
189,205,monastery,MN0011,0.10526315789473685,0.13157894736842105,0.05984699485762629,0.304,5,0.2,MN0011_005,0.0022854240731335703,0.002663998336625429,0.07936507936507936
171,172,monastery,MN0011,0.0,0.02631578947368421,0.05320843864944405,0.3220338983050847,1,0,MN0011_006,0.00206776463759704,0.002235159579997921,0.015873015873015872
164,165,monastery,MN0011,0.03170087380613697,0.07894736842105263,0.08832301784451617,0.35514018691588783,3,0.6666666666666666,MN0011_007,0.001983119301555056,0.0021441937831375405,0.047619047619047616
164,216,monastery,MN0011,0.10380681433313012,0.15789473684210525,0.2814799818696222,0.4691358024691358,6,0.26666666666666666,MN0011_008,0.001983119301555056,0.0028069445888345983,0.09523809523809523
143,553,monastery,MN0011,0.0,0.02631578947368421,0.04226659666348677,0.3064516129032258,1,0,MN0011_009,0.0017291832934291035,0.0071862979519700595,0.015873015873015872
129,130,monastery,MN0011,0.0,0.05263157894736842,0.12693171175423767,0.36538461538461536,2,1.0,MN0011_010,0.0015598926213451353,0.0016893647988356379,0.031746031746031744
114,114,monastery,MN0011,0.0,0.02631578947368421,0.008226396520695472,0.23170731707317074,1,0,MN0011_011,0.0013785097583980267,0.0014814429774404824,0.015873015873015872
113,407,monastery,MN0011,0.0,0.02631578947368421,0.04226659666348677,0.3064516129032258,1,0,MN0011_012,0.001366417567534886,0.005289011331739266,0.015873015873015872
111,106,monastery,MN0011,0.0,0.02631578947368421,0.03064614060228411,0.2878787878787879,1,0,MN0011_013,0.0013422331858086048,0.0013774820667429046,0.015873015873015872
102,141,monastery,MN0011,0.1729323308270677,0.13157894736842105,0.24526363259842301,0.475,5,0.3,MN0011_014,0.0012334034680403394,0.0018323110510448071,0.07936507936507936
82,489,monastery,MN0011,0.0,0.05263157894736842,0.1811670734221835,0.4175824175824176,2,1.0,MN0011_015,0.000991559650777528,0.006354610666389438,0.031746031746031744
78,105,monastery,MN0011,0.013479645058592428,0.05263157894736842,0.11598986976828041,0.38,2,0,MN0011_016,0.0009431908873249656,0.0013644869529057075,0.031746031746031744
61,125,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_017,0.0007376236426515756,0.0016243892296496517,0.015873015873015872
52,70,monastery,MN0011,0.0,0.02631578947368421,0.011313863608915491,0.2345679012345679,1,0,MN0011_018,0.0006287939248833103,0.0009096579686038049,0.015873015873015872
49,51,monastery,MN0011,0.052631578947368425,0.07894736842105263,0.04351524791859167,0.2992125984251969,3,0.3333333333333333,MN0011_019,0.0005925173522938886,0.0006627508056970579,0.047619047619047616
47,483,monastery,MN0011,0.052631578947368425,0.05263157894736842,0.043832834613413064,0.3114754098360656,2,0,MN0011_020,0.0005683329705676075,0.006276639983366254,0.031746031746031744
33,352,monastery,MN0011,0.018898597845966265,0.05263157894736842,0.08862961029680333,0.36538461538461536,2,0,MN0011_021,0.0003990422984836393,0.004574280070693419,0.031746031746031744
24,292,monastery,MN0011,0.0,0.05263157894736842,0.12693171175423767,0.36538461538461536,2,1.0,MN0011_022,0.000290212580715374,0.0037945732404615863,0.031746031746031744
22,22,monastery,MN0011,0.0,0.02631578947368421,0.011313863608915491,0.2345679012345679,1,0,MN0011_023,0.00026602819898909286,0.0002858925044183387,0.015873015873015872
22,22,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_024,0.00026602819898909286,0.0002858925044183387,0.015873015873015872
22,22,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_025,0.00026602819898909286,0.0002858925044183387,0.015873015873015872
22,22,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_026,0.00026602819898909286,0.0002858925044183387,0.015873015873015872
22,22,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_027,0.00026602819898909286,0.0002858925044183387,0.015873015873015872
20,20,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_028,0.00024184381726281167,0.0002599022767439443,0.015873015873015872
20,11,monastery,MN0011,0.0,0.02631578947368421,0.07372327310479364,0.34234234234234234,1,0,MN0011_029,0.00024184381726281167,0.00014294625220916934,0.015873015873015872
19,11,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_030,0.00022975162639967108,0.00014294625220916934,0.015873015873015872
19,19,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_031,0.00022975162639967108,0.00024690716290674705,0.015873015873015872
19,8,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_032,0.00022975162639967108,0.00010396091069757771,0.015873015873015872
18,25869,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_033,0.00021765943553653052,0.33617059985445474,0.015873015873015872
18,18,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_034,0.00021765943553653052,0.00023391204906954985,0.015873015873015872
18,7,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_035,0.00021765943553653052,9.096579686038049e-05,0.015873015873015872
18,42950,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_036,0.00021765943553653052,0.5581401393076203,0.015873015873015872
18,18,monastery,MN0011,0.0,0.02631578947368421,0.10744380031738986,0.36893203883495146,1,0,MN0011_037,0.00021765943553653052,0.00023391204906954985,0.015873015873015872
18,19,monastery,MN0011,0.0,0.05263157894736842,0.1811670734221835,0.4175824175824176,2,1.0,MN0011_038,0.00021765943553653052,0.00024690716290674705,0.031746031746031744
55622,9484,monastery,MN0003,0.14285714285714288,0.14285714285714285,0.10936520104901758,0.34146341463414637,2,0,MN0003_000,0.6725918401896056,0.12324565963197838,0.031746031746031744
3805,3765,monastery,MN0003,0.5054945054945056,0.42857142857142855,0.5355582240437278,0.5185185185185185,6,0,MN0003_001,0.04601078623424992,0.04892660359704751,0.09523809523809523
3352,5884,monastery,MN0003,0.0,0.07142857142857142,0.18502622691876272,0.35,1,0,MN0003_002,0.04053302377324724,0.0764632498180684,0.015873015873015872
2260,7170,monastery,MN0003,0.3296703296703297,0.21428571428571427,0.27876772037270536,0.4666666666666667,3,0,MN0003_003,0.027328351350697718,0.09317496621270402,0.047619047619047616
2119,2134,monastery,MN0003,0.0,0.07142857142857142,0.18502622691876272,0.35,1,0,MN0003_004,0.025623352438994898,0.027731572928578856,0.015873015873015872
2089,2085,monastery,MN0003,0.18681318681318682,0.21428571428571427,0.35607226037409156,0.45161290322580644,3,0,MN0003_005,0.02526058671310068,0.02709481235055619,0.047619047619047616
1958,1996,monastery,MN0003,0.0,0.07142857142857142,0.03778472088633163,0.25925925925925924,1,0,MN0003_006,0.023676509710029263,0.02593824721904564,0.015873015873015872
1407,2807,monastery,MN0003,0.39560439560439564,0.21428571428571427,0.3254476486531817,0.5,3,0,MN0003_007,0.0170137125444388,0.03647728454101258,0.047619047619047616
1115,1119,monastery,MN0003,0.0,0.07142857142857142,0.18502622691876272,0.35,1,0,MN0003_008,0.01348279281240175,0.014541532383823682,0.015873015873015872
411,504,monastery,MN0003,0.0,0.07142857142857142,0.04411069143341628,0.2692307692307692,1,0,MN0003_009,0.00496989044475078,0.006549537373947396,0.015873015873015872
377,915,monastery,MN0003,0.14285714285714288,0.14285714285714285,0.12767704534998545,0.358974358974359,2,0,MN0003_010,0.004558755955404,0.011890529161035451,0.031746031746031744
240,647,monastery,MN0003,0.0,0.07142857142857142,0.12301713831496343,0.3181818181818182,1,0,MN0003_011,0.0029021258071537403,0.008407838652666597,0.015873015873015872
205,581,monastery,MN0003,0.04395604395604396,0.14285714285714285,0.3135719036788256,0.42424242424242425,2,0,MN0003_012,0.0024788991269438197,0.007550161139411581,0.031746031746031744
168,1609,monastery,MN0003,0.2527472527472528,0.2857142857142857,0.3720726363514241,0.45161290322580644,4,0,MN0003_013,0.002031488065007618,0.020909138164050316,0.06349206349206349
143,473,monastery,MN0003,0.0,0.07142857142857142,0.12854567676006284,0.3181818181818182,1,0,MN0003_014,0.0017291832934291035,0.006146688844994282,0.015873015873015872
82698,47,monastery,MN0028,0.6348860657390604,0.3103448275862069,0.5540106766036549,0.4793388429752066,18,0.013071895424836602,MN0028_000,1.0,0.000610770350348269,0.2857142857142857
1659,3145,monastery,MN0028,0.0,0.034482758620689655,0.1318633399203911,0.3240223463687151,2,1.0,MN0028_001,0.02006094464195023,0.04086963301798524,0.031746031746031744
996,3069,monastery,MN0028,0.436620286348054,0.22413793103448276,0.41659672264584274,0.4461538461538462,13,0.0641025641025641,MN0028_002,0.012043822099688021,0.03988200436635825,0.20634920634920634
813,2094,monastery,MN0028,0.0,0.034482758620689655,0.19442520777992064,0.3625,2,1.0,MN0028_003,0.009830951171733295,0.027211768375090966,0.031746031746031744
756,412,monastery,MN0028,0.00574712643678161,0.034482758620689655,0.1387417642834265,0.3391812865497076,2,0,MN0028_004,0.009141696292534281,0.005353986900925252,0.031746031746031744
579,609,monastery,MN0028,0.0,0.017241379310344827,0.00503153497846191,0.20069204152249134,1,0,MN0028_005,0.007001378509758398,0.007914024326853104,0.015873015873015872
502,482,monastery,MN0028,0.06836055656382335,0.05172413793103448,0.12065992291764341,0.3333333333333333,3,0,MN0028_006,0.006070279813296573,0.006263644869529057,0.047619047619047616
318,446,monastery,MN0028,0.1038515829804396,0.05172413793103448,0.1153382155269412,0.3240223463687151,3,0,MN0028_007,0.0038453166944787055,0.005795820771389957,0.047619047619047616
279,707,monastery,MN0028,0.0,0.017241379310344827,0.11097660480721265,0.3258426966292135,1,0,MN0028_008,0.003373721250816223,0.00918754548289843,0.015873015873015872
265,4476,monastery,MN0028,0.05908449284129866,0.08620689655172414,0.08980406304925183,0.30687830687830686,5,0,MN0028_009,0.0032044305787322547,0.05816612953529473,0.07936507936507936
248,463,monastery,MN0028,0.034482758620689655,0.034482758620689655,0.11561585760411008,0.32954545454545453,2,0,MN0028_010,0.002998863334058865,0.0060167377066223104,0.031746031746031744
240,130,monastery,MN0028,0.06836055656382335,0.05172413793103448,0.02511908422471562,0.25,3,0,MN0028_011,0.0029021258071537403,0.0016893647988356379,0.047619047619047616
239,280,monastery,MN0028,0.037507562008469456,0.05172413793103448,0.04684753572266323,0.27751196172248804,3,0,MN0028_012,0.0028900336162905995,0.0036386318744152197,0.047619047619047616
231,447,monastery,MN0028,0.06362169792296835,0.05172413793103448,0.13860927208336887,0.3431952662721893,3,0,MN0028_013,0.002793296089385475,0.005808815885227155,0.047619047619047616
230,191,monastery,MN0028,0.13367614438394837,0.10344827586206896,0.10412349316630466,0.31351351351351353,6,0,MN0028_014,0.002781203898522334,0.0024820667429046677,0.09523809523809523
219,1589,monastery,MN0028,0.0,0.017241379310344827,0.027368697476374076,0.23868312757201646,1,0,MN0028_015,0.002648189799027788,0.020649235887306373,0.015873015873015872
186,572,monastery,MN0028,0.030248033877797946,0.034482758620689655,0.1340800105796344,0.3411764705882353,2,0,MN0028_016,0.0022491475005441486,0.007433205114876806,0.031746031746031744
155,658,monastery,MN0028,0.12936075821738258,0.08620689655172414,0.15727878336429835,0.36024844720496896,5,0,MN0028_017,0.0018742895837867905,0.008550784904875767,0.07936507936507936
154,664,monastery,MN0028,0.14065335753176045,0.13793103448275862,0.13662625463749203,0.3118279569892473,8,0,MN0028_018,0.00186219739292365,0.00862875558789895,0.12698412698412698
153,145,monastery,MN0028,0.06229078443234524,0.05172413793103448,0.14982327982669244,0.36024844720496896,3,0,MN0028_019,0.0018501052020605093,0.001884291506393596,0.047619047619047616
138,189,monastery,MN0028,0.00030248033877797946,0.05172413793103448,0.12707689744223838,0.31351351351351353,3,0.6666666666666666,MN0028_020,0.0016687223391134006,0.0024560765152302736,0.047619047619047616
130,968,monastery,MN0028,0.034482758620689655,0.034482758620689655,0.08693677072975865,0.31351351351351353,2,0,MN0028_021,0.001571984812208276,0.012579270194406904,0.031746031746031744
123,367,monastery,MN0028,0.0,0.034482758620689655,0.10890306933538102,0.3118279569892473,2,1.0,MN0028_022,0.0014873394761662918,0.004769206778251377,0.031746031746031744
122,125,monastery,MN0028,0.0,0.017241379310344827,0.009384352143010097,0.21804511278195488,1,0,MN0028_023,0.0014752472853031512,0.0016243892296496517,0.015873015873015872
120,121,monastery,MN0028,0.0,0.017241379310344827,0.02417001867160428,0.2510822510822511,1,0,MN0028_024,0.0014510629035768702,0.001572408774300863,0.015873015873015872
119,158,monastery,MN0028,0.04607783827384553,0.034482758620689655,0.12036095695022274,0.3431952662721893,2,0,MN0028_025,0.0014389707127137295,0.0020532279862771597,0.031746031746031744
117,20133,monastery,MN0028,0.08807651312188518,0.06896551724137931,0.14021877046022102,0.3473053892215569,4,0,MN0028_026,0.0014147863309874483,0.2616306268842915,0.06349206349206349
115,119,monastery,MN0028,0.034482758620689655,0.034482758620689655,0.0037993956401226226,0.20069204152249134,2,0,MN0028_027,0.001390601949261167,0.0015464185466264684,0.031746031746031744
109,299,monastery,MN0028,0.10366433324691038,0.06896551724137931,0.24169629328909079,0.3945578231292517,4,0.3333333333333333,MN0028_028,0.0013180488040823236,0.003885539037321967,0.06349206349206349
99,94,monastery,MN0028,0.0,0.017241379310344827,0.11097660480721265,0.3258426966292135,1,0,MN0028_029,0.0011971268954509178,0.001221540700696538,0.015873015873015872
96,1366,monastery,MN0028,0.02723475355054302,0.034482758620689655,0.10143775075231005,0.327683615819209,2,0,MN0028_030,0.001160850322861496,0.017751325501611393,0.031746031746031744
80,81,monastery,MN0028,0.0,0.017241379310344827,0.004352773986212213,0.19528619528619529,1,0,MN0028_031,0.0009673752690512467,0.0010526042208129744,0.015873015873015872
73,75,monastery,MN0028,0.034482758620689655,0.034482758620689655,0.11561585760411008,0.32954545454545453,2,0,MN0028_032,0.0008827299330092626,0.000974633537789791,0.031746031746031744
71,3143,monastery,MN0028,0.006795724944545271,0.034482758620689655,0.03884667501947978,0.25217391304347825,2,0,MN0028_033,0.0008585455512829815,0.040843642790310844,0.031746031746031744
60,1720,monastery,MN0028,0.0,0.017241379310344827,0.11097660480721265,0.3258426966292135,1,0,MN0028_034,0.0007255314517884351,0.022351595799979206,0.015873015873015872
51,137,monastery,MN0028,0.0,0.017241379310344827,0.00503153497846191,0.20069204152249134,1,0,MN0028_035,0.0006167017340201697,0.0017803305956960182,0.015873015873015872
45,46,monastery,MN0028,0.0677555958862674,0.034482758620689655,0.018207019953794302,0.24786324786324787,2,0,MN0028_036,0.0005441485888413262,0.0005977752365110718,0.031746031746031744
45,77,monastery,MN0028,0.0,0.017241379310344827,0.11097660480721265,0.3258426966292135,1,0,MN0028_037,0.0005441485888413262,0.0010006237654641855,0.015873015873015872
41,552,monastery,MN0028,0.09981851179673322,0.034482758620689655,0.08709556948198317,0.32044198895027626,2,0,MN0028_038,0.000495779825388764,0.007173302838132862,0.031746031746031744
39,390,monastery,MN0028,0.0,0.017241379310344827,0.027368697476374076,0.23868312757201646,1,0,MN0028_039,0.0004715954436624828,0.005068094396506914,0.015873015873015872
39,99,monastery,MN0028,0.0,0.017241379310344827,0.03150555356595946,0.26605504587155965,1,0,MN0028_040,0.0004715954436624828,0.0012865162698825242,0.015873015873015872
36,45,monastery,MN0028,0.034482758620689655,0.034482758620689655,0.021729473698176894,0.24166666666666667,2,0,MN0028_041,0.00043531887107306103,0.0005847801226738747,0.031746031746031744
35,84,monastery,MN0028,0.0,0.017241379310344827,0.027368697476374076,0.23868312757201646,1,0,MN0028_042,0.0004232266802099204,0.001091589562324566,0.015873015873015872
35,285,monastery,MN0028,0.0,0.034482758620689655,0.10890306933538102,0.3118279569892473,2,1.0,MN0028_043,0.0004232266802099204,0.003703607443601206,0.031746031746031744
34,396,monastery,MN0028,0.0,0.017241379310344827,0.028087990225036403,0.25892857142857145,1,0,MN0028_044,0.00041113448934677985,0.005146065079530097,0.015873015873015872
33,433,monastery,MN0028,0.0,0.017241379310344827,0.02315960394737505,0.24892703862660945,1,0,MN0028_045,0.0003990422984836393,0.005626884291506393,0.015873015873015872
32,67,monastery,MN0028,0.0,0.017241379310344827,0.01798914777960204,0.23577235772357724,1,0,MN0028_046,0.00038695010762049867,0.0008706726270922133,0.015873015873015872
32,32,monastery,MN0028,0.0,0.017241379310344827,0.02315960394737505,0.24892703862660945,1,0,MN0028_047,0.00038695010762049867,0.00041584364279031083,0.015873015873015872
29,126,monastery,MN0028,0.0,0.017241379310344827,0.03150555356595946,0.26605504587155965,1,0,MN0028_048,0.0003506735350310769,0.001637384343486849,0.015873015873015872
29,87,monastery,MN0028,0.0,0.017241379310344827,0.027368697476374076,0.23868312757201646,1,0,MN0028_049,0.0003506735350310769,0.0011305749038361577,0.015873015873015872
28,30,monastery,MN0028,0.0,0.017241379310344827,0.02417001867160428,0.2510822510822511,1,0,MN0028_050,0.00033858134416793635,0.0003898534151159164,0.015873015873015872
28,11093,monastery,MN0028,0.027727364387981457,0.034482758620689655,0.1383453022835867,0.3473053892215569,2,0,MN0028_051,0.00033858134416793635,0.1441547977960287,0.031746031746031744
26,2352,monastery,MN0028,0.0,0.017241379310344827,0.01741419125910143,0.2396694214876033,1,0,MN0028_052,0.00031439696244165517,0.030564507745087847,0.015873015873015872
24,44,monastery,MN0028,0.0,0.017241379310344827,0.028087990225036403,0.25892857142857145,1,0,MN0028_053,0.000290212580715374,0.0005717850088366774,0.015873015873015872
18,28,monastery,MN0028,0.0,0.017241379310344827,0.0007610237080602088,0.1676300578034682,1,0,MN0028_054,0.00021765943553653052,0.00036386318744152196,0.015873015873015872
