building_type,building_name,num_nodes,num_edges,density,ave_cluster_coef,transistivity,cliques,num_nodes_norm,num_edges_norm,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
monastery,MN0024,25,36,0.12,0.3538181818181818,0.22085889570552147,"[['MN0024_023', 'MN0024_020', 'MN0024_024', 'MN0024_018'], ['MN0024_009', 'MN0024_008', 'MN0024_000'], ['MN0024_004', 'MN0024_020', 'MN0024_005'], ['MN0024_004', 'MN0024_020', 'MN0024_018'], ['MN0024_004', 'MN0024_011', 'MN0024_003'], ['MN0024_004', 'MN0024_003', 'MN0024_013'], ['MN0024_004', 'MN0024_000', 'MN0024_005'], ['MN0024_004', 'MN0024_000', 'MN0024_019'], ['MN0024_004', 'MN0024_000', 'MN0024_013']]",0.19230769230769232,0.18947368421052632,0.8684151729941368,-0.11194721639156341,-2.1555191588401796,1.0280910830199719,-0.19548704624176025,2.6511002752184867,0.154626544713974,0.5946728467941285,-0.43889795944094656,0.9101090160012245,0.9935414847731591,0.2158827167749405,3.960615953207016,-2.5730760672688486,0.6306849509477616,1.0471234594285488,-0.20320506051182746,-1.8782819858193398,0.3749684249609709,-3.592646803855896,-0.7832046078145504,-2.239558284431696,-1.587479950785637,-2.0475542529299857,-0.1208883422613144,-0.07854478001594543,-1.1756269907951356,1.521223795413971,-0.49210671305656434,-1.4594453573226929,-0.10376843854784966,-2.8142360919713973,-0.44536046266555784,2.6192606854438782,-3.6456086963415144,-1.194149183779955,-1.1440308687835932,1.7004224732518196,1.0255934411287309,-0.13203896224498748,0.7130009480565787,-1.8920638187229633,-1.8425414769351482,0.14205143392086028,2.9858881629258396,-1.7070710453391076,-1.5210486808419228,2.882169118523598,0.05729899376630783,-0.09130115151405334,-0.6987470382452011,2.1098607367277147,0.38754566341638563,1.9593661911785603,1.3562077301740647,-1.3355764028429986,-4.614816428720951,-0.9121383171342313,-2.1652697318792344,-1.8528965085744857,-2.574329378530383,1.2638607466220855,2.3215998101234434,-0.3449112793803215
monastery,MN0015,30,33,0.07586206896551724,0.05764309764309764,0.05,"[['MN0015_003', 'MN0015_001', 'MN0015_004'], ['MN0015_007', 'MN0015_004', 'MN0015_001']]",0.23076923076923078,0.1736842105263158,-0.15016170938809711,-0.5212097578138734,1.1741134042541186,0.02992147064457337,2.4470024238030117,0.7541656617075205,-0.30359983406960966,-1.99777197043101,0.5743182732413212,1.20679238413771,0.023675848046938577,-0.35501509221891564,-1.238684710363547,0.5896956289031853,-0.0473812739054362,-0.43015995249152184,0.4528838634490967,1.7675563931465148,-1.122991720835368,-2.6998135844866433,0.7980323751767476,1.1603970319032668,2.156807467341423,-0.18917488132913907,0.22073778758446375,-1.434939338080585,0.9309857695363462,-0.7039445479710896,-1.4337032208840053,1.7681762168804804,-0.13801711797714233,-0.660518146554629,2.586486903826396,-0.4801043423513571,-3.5053651432196298,2.1995310181130967,0.6628170082190384,2.490620255470276,-1.6580363032097618,1.4572992280125618,-1.0613694570415342,0.30781229883432387,-0.4259889736771584,-0.14353776226441065,-0.060902277131875356,0.44169217174251874,1.258370081583659,1.3018182088931403,-1.443540595471859,-0.7684691501781344,3.2744716798265774,1.1286216732114553,-2.4984140088160833,-0.36486474618626136,0.8863028913736344,0.2225464234749476,1.8568970044453939,-3.247454193234444,-0.07732421706120172,-1.2579963008562725,-0.015475466971596082,1.9850491111477215,0.02019209846233328,-1.3758638362089792
monastery,MN0016,33,37,0.07007575757575757,0.05497835497835498,0.05660377358490566,"[['MN0016_018', 'MN0016_002', 'MN0016_021'], ['MN0016_006', 'MN0016_004', 'MN0016_024']]",0.25384615384615383,0.19473684210526315,0.4544132402674718,-0.8903754072433169,2.2878075711654895,-0.7961558544951858,-2.546448766394998,2.539303043800773,0.4109335230155425,0.74734809822544,-2.1555128994426043,0.619912530775323,-2.7220793106790744,-0.4217574368372108,1.2394646312477011,1.8097120307414143,1.540025180939472,-0.4312899121732423,0.545706797729839,0.8949769486983618,1.151230304981723,0.09613062712279233,3.2963861899845526,2.7274498248642143,-0.7417894330891696,-0.19512449633894544,1.1946399135119987,0.5484841134201622,-0.08586652531768336,2.221009040082043,0.8708643365755437,-0.5643128706424525,-2.164159607706648,0.843165762778936,3.3246452284581736,-2.1163283532316033,-0.8997977764317484,-0.5844722394690369,0.41617108723430923,0.9233336385452386,1.0913118697477109,-0.04315359167980425,2.043244736889998,-2.305378599148808,-0.6541320808006056,-1.2580307625008351,0.4333088474743294,-1.0389625384952084,2.137398062612523,-1.0422760501052395,-1.0512317029589957,-4.690133739601482,-0.2832595805327098,2.3428497449636008,-0.9502112626690756,-1.3760091535408387,0.4707506023573153,0.6355643956498667,-1.4250026670369236,0.32275223890037247,0.5336834819930972,0.3031620631615321,0.4927031975803953,0.07578082292368918,1.8497242710807107,-0.18547560119380554
monastery,MN0029,38,51,0.07254623044096728,0.07725563909774437,0.061224489795918366,"[['MN0029_024', 'MN0029_034', 'MN0029_036'], ['MN0029_024', 'MN0029_034', 'MN0029_031'], ['MN0029_002', 'MN0029_009', 'MN0029_007']]",0.2923076923076923,0.26842105263157895,-0.7711399693140074,2.436808744347409,-3.203006600863055,0.6080146486821928,-0.040508643773041274,-1.8952721106378656,-0.5740607878879497,1.1956163166384948,2.125314061578951,-1.474610367005593,3.035721912195808,-0.8803567525587583,2.3852008418425132,-1.1691365378823033,0.7774317268110615,2.1114814761339833,-1.5930931345118504,-2.9004759338537327,-4.031383035998595,0.3367796126465117,3.3069583287364557,1.1278899536517106,-0.8675368181184718,1.4279384103260542,3.4781859136725726,-0.006223068033394061,0.2684974005004685,2.4983511767105053,-2.02372460929971,0.4112400400672892,-0.4735490381717682,0.1449345612996503,0.8336397889805468,-2.274980526025358,-0.5019482258511218,-2.278131745363537,-1.106720981016559,0.20243411530789576,2.4234869792861375,-2.6629176924103186,-1.3672865986039764,1.3428775915189792,2.153956077698814,-0.6660718287488347,0.08960880907742601,-0.8063431582168529,1.4352903297465098,0.21617571205685013,1.0790048516600539,-2.279749158769846,2.5907527802352743,-0.49530069353549105,0.10517895785405447,-1.7097622607099383,0.06087808820762133,-0.8104392110713219,1.5286465296644325,0.7634666048382458,0.20667933721683526,2.120874183350488,-0.08322292997648842,-1.683502716453452,-1.340571357231391,0.2767835126111382
monastery,MN0017,30,41,0.09425287356321839,0.295925925925926,0.20512820512820512,"[['MN0017_021', 'MN0017_026', 'MN0017_016'], ['MN0017_021', 'MN0017_015', 'MN0017_010'], ['MN0017_009', 'MN0017_025', 'MN0017_003'], ['MN0017_004', 'MN0017_002', 'MN0017_010'], ['MN0017_004', 'MN0017_020', 'MN0017_022'], ['MN0017_004', 'MN0017_007', 'MN0017_011'], ['MN0017_004', 'MN0017_007', 'MN0017_013'], ['MN0017_012', 'MN0017_006', 'MN0017_011']]",0.23076923076923078,0.21578947368421053,-0.036300583331224816,-2.099471761782964,2.194200767825047,-2.6128565331300098,-0.6529114495962858,-0.7392516156037648,1.2773727040116987,-1.4871774472296238,-0.3570676368040343,1.4618552067006627,3.7609152028958004,-1.9814577122529349,-1.2198838273684183,-1.2213707373787959,-3.3437491714954377,1.8991003489665066,-1.6298793663581213,-0.8043658976753553,-0.01853130360444387,-0.5858112601043104,0.1176453970062236,0.6717340211073558,-1.0183493504320116,-0.12522789078454177,1.2602441698312759,0.11534865361948808,-1.8404460680981478,1.1469941914702455,-1.5566390377779802,-2.618511303514242,1.8565546818077565,0.57419946747832,-0.7200435653328896,-1.4916155303517977,-2.864246153831482,0.7513885418574016,1.3865125169356665,-1.0015437230467796,-4.304614001512528,-0.026093281308809915,0.7257173708329598,-1.8662792632977168,-0.1980802374581496,-2.5084103139738243,0.800387384990851,1.9560082383453845,-1.0557352958867947,-0.4115024611353874,-2.0569637045264244,-1.916882128516833,-1.0721148272355399,-2.0639431913693747,-1.1937105397383372,1.7253631661335627,3.1161973593135674,-1.2100172413823505,1.0441057373105045,2.2992184583097695,-0.6256265835215647,2.5165917846684653,-2.3693001687526705,0.4537480135758718,-1.3652505781346311,-0.712672820687294
monastery,MN0027,25,27,0.09,0.16647619047619044,0.09375,"[['MN0027_002', 'MN0027_006', 'MN0027_011'], ['MN0027_002', 'MN0027_000', 'MN0027_014'], ['MN0027_002', 'MN0027_000', 'MN0027_015']]",0.19230769230769232,0.14210526315789473,1.074629844725132,0.5560567545890808,0.4997702223062515,0.9278538697212935,-0.7540026605129242,0.6000099730677902,-1.2390523102879525,0.47526219606399533,1.590357984378934,0.2782873764634132,-0.805859768986702,1.5391437285393477,0.8303885555267334,-1.1128143792599439,-2.4051296930015087,-0.54092564702034,-1.0913203126192093,1.198661336004734,-1.7874946641921996,1.4819330602884293,-0.22910112351179124,1.1221002701018006,2.51839599609375,-1.1297832904756069,0.08889926671981811,0.545720100402832,-0.14812504172325133,4.050803375244141,0.44214440740644934,-1.3274566555023193,-1.5360573749244213,-1.5208310496807098,0.42460948148742317,-0.6936755514144898,-1.0247223126888274,-0.5437719416618347,1.6994809088110925,2.8850522883981466,-1.3831570449471473,-0.059951320588588715,-1.7029810762405395,0.4654585701227188,1.374443792104721,-1.973622140586376,0.4120388725399971,2.461972951889038,-0.8784800335764885,-0.5420327514410019,0.15339206993579865,0.2108372449874878,1.5688677853345872,0.5744651886820793,1.3132361398637296,-0.5797945356369019,0.9524799240753055,-2.289433886706829,-1.8107931542396545,0.3441210135817528,-1.275783329308033,0.26401476114988326,0.8074657309055329,1.0791974890232086,1.777013468146324,-1.0307086730003356
monastery,MN0013,23,22,0.08695652173913043,0.0,0,[],0.17692307692307693,0.11578947368421053,-1.4760684396909631,0.2890099403650864,0.41362214687725773,1.1666383380475251,2.3606686287600063,-0.5156977129619286,-1.2180613078500913,0.822392471458601,-0.6343351880736325,-0.6443115505187408,2.1128779994728775,0.0996698385671429,-0.6263328512077746,0.7470182818563088,-3.2342888272326924,-0.7078815709961497,-1.5014352115761975,-0.21891870722174644,1.089672077609145,-0.5971629745124475,0.5399714607097532,0.0639572082006413,-3.3620839131915052,-0.710392982415531,2.1334696671237117,-0.9403887122221615,-0.20023682940265405,2.1302546936532725,1.6885087386421536,-1.8020569604376089,1.7388920173980296,-0.5681376807067705,1.2264222224121508,1.1624351247497227,-2.618501673574033,-0.08255386546902034,-0.8128089749294779,0.734779338473859,2.638551233255345,0.18559149685113327,-2.2029441310011824,0.3023868740900703,1.9692556495251863,2.7464345680630724,-3.131558244643004,-0.2101224981572317,0.5984198373296986,1.7408462335234103,1.4996797831162163,-2.7397672404413638,-0.2751922328834948,0.858188526785892,-1.6627251952886581,0.5033946892489558,-0.877615054016528,1.2545511577602313,1.5091472281062084,-1.580071502081726,0.5741774413896643,0.031150113143350765,0.9248964631039164,1.149625363557235,3.2534873537395312,0.6368996261254601
monastery,MN0014,37,45,0.06756756756756757,0.05675675675675676,0.06716417910447761,"[['MN0014_000', 'MN0014_010', 'MN0014_034'], ['MN0014_000', 'MN0014_010', 'MN0014_035'], ['MN0014_034', 'MN0014_022', 'MN0014_010']]",0.2846153846153846,0.23684210526315788,1.4388741417913824,-1.8855573776605967,1.1677795342496924,2.1827529077795713,1.854611416926255,1.4729508697181135,0.30164935880315463,0.032213801165690295,-1.3433605421938606,-1.9014932311869956,-0.3577797992809399,-0.11986884394207516,0.01592226729199693,0.8552895518573554,0.22223479038960225,-0.5481739996655567,2.8589619680030927,3.338793859087132,-1.0149281302819382,1.3007808335729547,0.698878963603764,0.14204447676201123,-2.026071458601871,-0.5135379572575157,-2.5148523772085034,-2.3453640104145617,-0.7559862544609083,2.0655887524622516,-1.6742539123908893,-0.2681416936118055,1.0188758486026042,1.67856993173828,-0.16771114778679772,0.2864469251016507,1.028122002208555,-0.5742594209449315,-2.894378064451991,-0.7176353395790667,-1.3923015284377176,-0.08712639873595657,1.0429791667171426,0.8252858198814195,-1.1177713156149194,0.8710526259162942,-1.4089426321380243,-1.1482835548955042,-3.834976261028567,-0.03128597529831569,-2.7961379704443186,0.6809350884444004,-0.9283356645295547,0.07627979852259159,1.2723320148683883,-1.8995453481738631,2.47320330747076,1.2727604648853477,-1.865088636005247,-4.215215754670066,0.8048189467674977,-1.4410458184980057,-2.1307608509385907,0.10296906248943226,1.506685034648792,0.2782961830899522
monastery,MN0002,31,47,0.1010752688172043,0.26006144393241165,0.20754716981132076,"[['MN0002_014', 'MN0002_018', 'MN0002_002'], ['MN0002_014', 'MN0002_018', 'MN0002_012'], ['MN0002_009', 'MN0002_008', 'MN0002_004'], ['MN0002_009', 'MN0002_000', 'MN0002_004'], ['MN0002_009', 'MN0002_000', 'MN0002_019'], ['MN0002_009', 'MN0002_000', 'MN0002_005'], ['MN0002_003', 'MN0002_011', 'MN0002_020'], ['MN0002_013', 'MN0002_004', 'MN0002_000'], ['MN0002_006', 'MN0002_015', 'MN0002_008'], ['MN0002_007', 'MN0002_015', 'MN0002_008'], ['MN0002_015', 'MN0002_011', 'MN0002_008']]",0.23846153846153847,0.24736842105263157,1.3251540325582027,2.4404095021947736,1.6537826606823551,-3.2322316265875295,-0.7268359065055847,0.6370463996765113,-1.422968065546405,-4.125443233444633,0.4996619476906715,1.584297105429634,-1.2351106264808727,-1.2574602221288989,-0.31587722464915247,1.3149493665945144,-0.18141441840317943,-1.0695627286068854,-0.45308317134397164,-0.396260337964181,1.8334338838054287,-2.200853934766905,-1.7527802497629197,1.7289911297059828,1.0291887723630475,0.9909992583336369,-2.9672796298419275,2.099712616493625,-1.657344146000762,4.000435392462438,0.00908338350634421,1.8222493647087006,0.32266537364452114,1.7297323787765158,2.3914948754733607,2.246311625165324,-1.7141944242100562,-0.37672843802119454,-2.4097897645927246,0.7064731236427061,1.9146284049136504,-1.305287673588722,-1.6933614376091188,-0.2278664251489024,0.19176243341738178,3.148220442956494,1.7796975975075076,1.0061415491565582,0.4668704506851012,-2.452557374873469,-2.3885337134763116,1.7976754067405578,0.7343602444856397,-1.716569499082623,-0.8337693233643809,2.6707124467338286,-0.816543411824011,1.4015171415690753,-0.7936817018255111,0.6812805269033678,0.34918603469287196,1.7424659108923328,-3.1199941394790525,-0.39764597501245236,1.8048107320923479,0.7525734122872593
monastery,MN0026,35,36,0.06050420168067227,0.0,0,[],0.2692307692307692,0.18947368421052632,-2.1493443104837624,-0.7162684863433242,-1.2679904959031514,0.2372940744672503,0.8507068868194307,-1.007718540940966,1.5182041338511876,-2.2136904765452656,-0.46088420706135885,2.0362179079226084,0.2879150671618325,2.2895531586238316,-0.5584178418719343,-1.1667752678905214,0.5315945337925638,0.6534014139058334,0.507309524129544,3.587557358241507,2.923704757009234,-0.818303394317627,0.913622584939003,3.2999524882861544,-0.2525553060429437,2.4501425975135396,2.1089413076639176,1.3993819587997027,-1.465897499876363,0.38033619469829966,0.378905269077846,0.18249516795788492,0.01249830424785614,1.9535829965557372,4.094396700177874,-3.9639942073396273,0.5808624077854412,-0.6367571382118123,-1.7812967492001397,-1.4863950329167501,-1.3677977332047053,-0.6836145936910595,-1.5475322040063995,-0.016300360219819204,-0.34681977459362573,-0.7239419631659985,-1.4482897397130727,-2.504881203440683,-1.0716539898089,0.7119147113391331,-0.4729083516901093,2.2468801560678653,-1.5362717764718192,-1.3108415096998214,1.162338358587918,-2.7192879139312676,-1.8816006211297853,0.24287721514701843,-1.0268476524523327,1.2167813873716764,0.29143653150780924,-0.17194849625229836,0.8994645110198429,-0.17804477544767516,-2.6104864767619542,-1.7261918196720736
